odor,gill-spacing,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
110,99,98,115,115,119,119,119,116,112,114,118,103,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
102,99,98,102,102,119,119,119,111,112,104,118,117,112
102,99,98,115,115,119,119,119,111,112,104,118,103,112
102,99,98,107,107,98,110,119,111,108,104,118,103,112
102,99,98,115,115,119,119,119,111,112,104,115,117,112
121,99,63,115,107,112,119,119,111,101,119,118,112,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,98,115,115,119,119,119,111,112,104,118,103,112
121,99,63,107,107,119,112,119,111,101,119,118,112,112
110,99,63,115,102,119,119,119,111,102,104,118,100,101
110,99,63,115,115,119,101,119,116,101,119,99,119,101
102,99,98,115,115,119,119,119,111,112,104,118,117,112
110,119,98,115,115,119,119,119,111,112,119,99,108,112
102,99,98,115,115,119,119,119,111,112,104,115,103,112
115,99,63,115,115,112,119,119,111,101,119,118,112,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
121,99,63,107,115,112,119,119,111,101,119,118,100,112
115,99,63,115,115,119,119,119,111,101,119,118,112,112
102,99,98,102,102,119,119,119,111,112,104,115,103,112
110,99,63,115,115,119,101,119,116,101,119,99,119,101
102,99,98,115,115,119,119,119,111,112,104,115,103,112
110,99,98,115,115,119,119,119,116,112,114,118,109,112
110,119,98,102,115,119,110,119,111,101,119,118,108,101
102,99,98,115,115,119,119,119,111,112,104,118,117,112
102,99,98,115,115,119,119,119,111,112,104,118,103,112
102,99,98,107,107,112,110,119,111,108,104,118,103,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
110,99,63,115,115,101,119,119,116,101,119,99,119,101
110,99,63,115,102,119,119,119,111,102,104,118,100,101
110,99,63,115,115,101,101,119,116,101,119,99,119,101
102,99,98,115,102,119,119,119,111,112,104,118,117,112
121,99,63,115,107,112,119,119,111,101,119,118,100,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,115,102,119,119,119,111,112,104,115,117,112
102,99,98,115,115,119,119,119,111,112,104,118,103,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,98,115,102,119,119,119,111,112,104,115,103,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,98,115,115,119,119,119,116,112,114,118,109,112
115,99,63,107,115,112,119,119,111,101,119,118,100,112
102,99,98,107,107,112,110,119,111,108,104,118,112,112
102,99,98,102,102,119,119,119,111,112,104,115,117,112
110,119,98,115,102,119,110,119,111,101,119,118,108,101
102,99,98,115,102,119,119,119,111,112,104,118,117,112
102,99,98,102,115,119,119,119,111,112,104,118,103,112
110,99,98,115,115,119,119,119,116,112,114,118,109,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,115,102,119,119,119,111,112,104,115,103,112
110,99,63,115,115,119,101,119,116,101,119,99,119,101
115,99,63,115,107,119,119,119,111,101,119,118,108,112
102,99,98,107,107,98,110,119,111,108,104,118,103,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,63,107,115,119,119,119,111,101,119,118,108,112
102,99,98,115,115,119,119,119,111,112,104,115,117,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
121,99,63,107,115,119,112,119,111,101,119,118,108,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
102,99,98,115,115,119,119,119,111,112,104,118,117,112
110,99,63,115,102,119,119,119,111,102,104,121,100,101
102,99,98,102,115,119,119,119,111,112,104,115,103,112
102,99,98,102,115,119,119,119,111,112,104,115,117,112
110,99,63,115,102,119,119,119,111,102,104,118,100,101
115,99,63,115,107,112,112,119,111,101,119,118,100,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,63,107,107,112,119,119,111,101,119,118,100,112
121,99,63,107,107,112,112,119,111,101,119,118,108,112
102,99,98,102,102,119,119,119,111,112,104,115,117,112
110,99,63,115,102,119,119,119,111,102,104,121,100,101
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
110,119,98,102,102,119,110,119,111,101,119,118,108,101
110,99,63,115,102,119,119,119,111,102,104,118,100,101
102,99,98,115,102,119,119,119,111,112,104,118,117,112
110,99,63,115,102,119,119,119,111,102,104,118,100,101
121,99,63,107,107,119,112,119,111,101,119,118,108,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
110,99,98,115,115,119,119,119,116,112,114,118,109,112
110,99,63,107,121,119,121,119,111,101,119,118,100,112
102,99,98,107,107,112,112,119,111,108,104,121,112,112
102,99,98,115,102,119,119,119,111,112,104,118,103,112
102,99,98,107,107,98,98,119,111,108,104,118,103,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,98,115,115,119,119,119,116,112,114,118,103,112
110,99,98,115,115,119,119,119,116,112,114,118,109,112
115,99,63,115,107,112,112,119,111,101,119,118,108,112
102,99,98,102,115,119,119,119,111,112,104,118,117,112
102,99,98,107,107,112,98,119,111,108,104,121,112,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
110,119,98,115,102,119,110,119,111,101,119,118,108,101
102,99,98,107,107,112,112,119,111,108,104,121,103,112
102,99,98,107,107,112,98,119,111,108,104,118,112,112
102,99,98,107,107,110,112,119,111,108,104,118,103,112
102,99,98,115,102,119,119,119,111,112,104,115,117,112
121,99,63,115,107,119,112,119,111,101,119,118,108,112
110,99,63,107,121,119,121,119,111,101,119,118,100,112
102,99,63,107,107,112,119,119,111,101,119,118,112,112
102,99,98,115,102,119,119,119,111,112,104,115,103,112
102,99,98,107,107,98,110,119,111,108,104,121,103,112
110,119,98,115,115,119,110,119,111,101,119,118,108,101
102,99,98,102,115,119,119,119,111,112,104,115,103,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
102,99,98,115,115,119,119,119,111,112,104,115,117,112
102,99,98,107,107,98,110,119,111,108,104,118,100,112
102,99,63,115,107,112,112,119,111,101,119,118,100,112
102,99,98,115,115,119,119,119,111,112,104,118,103,112
102,99,98,115,115,119,119,119,111,112,104,115,103,112
102,99,98,107,107,110,110,119,111,108,104,118,103,112
110,119,98,115,115,119,110,119,111,101,119,118,108,101
115,99,63,107,107,112,112,119,111,101,119,118,108,112
110,99,63,115,115,119,101,119,116,101,119,99,119,101
121,99,63,107,115,119,119,119,111,101,119,118,108,112
102,99,98,115,102,119,119,119,111,112,104,115,103,112
121,99,63,115,107,112,112,119,111,101,119,118,108,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
102,99,98,107,107,112,112,119,111,108,104,118,112,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
102,99,98,107,107,98,112,119,111,108,104,118,100,112
102,99,98,107,107,110,112,119,111,108,104,118,100,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
102,99,98,102,102,119,119,119,111,112,104,118,103,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
102,99,98,107,107,110,98,119,111,108,104,121,100,112
102,99,98,115,102,119,119,119,111,112,104,115,103,112
115,99,63,115,107,112,112,119,111,101,119,118,112,112
102,99,98,107,107,98,110,119,111,108,104,121,103,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
115,99,63,107,115,112,112,119,111,101,119,118,100,112
110,99,63,115,102,119,119,119,111,102,104,118,100,101
110,99,63,115,102,119,119,119,111,102,104,121,100,101
102,99,63,115,115,112,119,119,111,101,119,118,112,112
102,99,98,102,115,119,119,119,111,112,104,115,117,112
110,99,63,115,102,119,119,119,111,102,104,118,100,101
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,107,107,112,98,119,111,108,104,118,100,112
102,99,98,115,102,119,119,119,111,112,104,118,103,112
102,99,98,107,107,112,110,119,111,108,104,121,112,112
102,99,98,107,107,112,112,119,111,108,104,118,103,112
102,99,98,107,107,112,110,119,111,108,104,121,100,112
102,99,98,102,102,119,119,119,111,112,104,115,103,112
110,99,63,115,102,119,119,119,111,102,104,118,100,101
102,99,98,102,115,119,119,119,111,112,104,115,103,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
115,99,63,107,107,112,119,119,111,101,119,118,100,112
102,99,98,102,102,119,119,119,111,112,104,115,103,112
102,99,98,107,107,112,112,119,111,108,104,121,103,112
110,99,98,115,115,119,119,119,116,112,114,118,109,112
102,99,63,115,107,112,119,119,111,101,119,118,100,112
110,99,98,115,115,119,119,119,116,112,114,118,109,112
102,99,98,107,107,110,112,119,111,108,104,121,103,112
102,99,98,107,107,110,98,119,111,108,104,121,100,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
110,99,63,115,115,101,101,119,116,101,119,99,119,101
102,99,63,107,115,112,119,119,111,101,119,118,108,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,98,115,115,119,119,119,116,112,114,118,109,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
121,99,63,115,107,112,112,119,111,101,119,118,112,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
102,99,98,115,115,119,119,119,111,112,104,115,117,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
115,99,63,115,107,112,119,119,111,101,119,118,108,112
121,99,63,107,115,119,119,119,111,101,119,118,108,112
102,99,98,107,107,98,98,119,111,108,104,121,103,112
102,99,63,115,107,119,112,119,111,101,119,118,108,112
115,99,63,107,107,119,112,119,111,101,119,118,100,112
102,99,98,102,115,119,119,119,111,112,104,118,117,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
110,99,63,115,102,119,119,119,111,102,104,121,100,101
102,99,98,107,107,98,112,119,111,108,104,121,112,112
102,99,98,115,102,119,119,119,111,112,104,118,103,112
115,99,63,115,107,119,112,119,111,101,119,118,108,112
102,99,98,115,102,119,119,119,111,112,104,118,117,112
102,99,98,115,102,119,119,119,111,112,104,118,103,112
102,99,98,107,107,98,112,119,111,108,104,121,103,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
121,99,63,107,107,119,119,119,111,101,119,118,100,112
102,99,98,107,107,98,110,119,111,108,104,118,112,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
102,99,98,115,102,119,119,119,111,112,104,118,103,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
102,99,98,115,115,119,119,119,111,112,104,115,117,112
102,99,98,107,107,98,98,119,111,108,104,121,100,112
102,99,63,115,115,119,112,119,111,101,119,118,112,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,63,115,102,119,119,119,111,102,104,118,100,101
102,99,98,102,115,119,119,119,111,112,104,115,117,112
102,99,98,115,115,119,119,119,111,112,104,115,117,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,98,107,107,98,112,119,111,108,104,121,103,112
115,99,63,107,107,112,119,119,111,101,119,118,108,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,107,107,98,110,119,111,108,104,121,100,112
110,119,98,115,115,119,110,119,111,101,119,118,108,101
102,99,98,107,107,98,110,119,111,108,104,121,100,112
102,99,98,102,115,119,119,119,111,112,104,115,117,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,63,115,115,119,101,119,116,101,119,99,119,101
102,99,98,102,102,119,119,119,111,112,104,118,103,112
102,99,98,107,107,112,110,119,111,108,104,121,112,112
102,99,98,115,102,119,119,119,111,112,104,115,103,112
102,99,98,107,107,110,112,119,111,108,104,118,112,112
102,99,98,115,115,119,119,119,111,112,104,115,117,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,98,107,107,98,98,119,111,108,104,121,103,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,98,102,102,119,119,119,111,112,104,118,117,112
102,99,98,115,115,119,119,119,111,112,104,118,117,112
102,99,98,107,107,98,112,119,111,108,104,118,112,112
102,99,98,115,102,119,119,119,111,112,104,118,117,112
102,99,98,115,115,119,119,119,111,112,104,118,103,112
102,99,98,107,107,98,110,119,111,108,104,118,103,112
102,99,98,107,107,110,112,119,111,108,104,121,100,112
102,99,98,107,107,110,112,119,111,108,104,121,112,112
102,99,98,107,107,98,110,119,111,108,104,118,112,112
110,99,98,115,115,119,119,119,116,112,114,118,109,112
102,99,63,115,115,112,119,119,111,101,119,118,108,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
121,99,63,115,115,112,119,119,111,101,119,118,112,112
121,99,63,115,115,119,112,119,111,101,119,118,112,112
102,99,63,107,115,119,112,119,111,101,119,118,112,112
102,99,98,115,115,119,119,119,111,112,104,115,103,112
110,99,63,107,121,119,110,119,111,101,119,118,100,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,63,115,115,101,101,119,116,101,119,99,119,101
110,99,98,115,115,119,119,119,116,112,114,118,109,112
102,99,98,115,102,119,119,119,111,112,104,118,103,112
102,99,98,115,115,119,119,119,111,112,104,115,103,112
102,99,98,107,107,110,110,119,111,108,104,118,103,112
115,99,63,107,115,112,119,119,111,101,119,118,112,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,102,102,119,119,119,111,112,104,118,117,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
110,99,63,115,102,119,119,119,111,102,104,121,100,101
110,119,98,102,115,119,110,119,111,101,119,118,108,101
102,99,98,107,107,110,110,119,111,108,104,118,112,112
102,99,98,115,102,119,119,119,111,112,104,118,103,112
102,99,98,107,107,110,112,119,111,108,104,118,103,112
110,99,63,115,115,101,101,119,116,101,119,99,119,101
102,99,98,107,107,112,112,119,111,108,104,121,112,112
110,99,63,107,121,119,110,119,111,101,119,118,100,112
115,99,63,107,115,112,112,119,111,101,119,118,112,112
102,99,98,107,107,110,98,119,111,108,104,121,100,112
102,99,98,107,107,110,98,119,111,108,104,121,103,112
102,99,98,102,115,119,119,119,111,112,104,115,103,112
102,99,63,115,107,119,112,119,111,101,119,118,100,112
110,99,63,115,115,101,119,119,116,101,119,99,119,101
110,119,98,102,102,119,110,119,111,101,119,118,108,101
110,99,98,115,115,119,119,119,116,112,114,118,103,112
110,99,63,107,121,119,121,119,111,101,119,118,100,112
102,99,98,107,107,112,110,119,111,108,104,118,103,112
115,99,63,107,107,112,119,119,111,101,119,118,112,112
102,99,98,107,107,112,112,119,111,108,104,121,100,112
102,99,98,107,107,98,112,119,111,108,104,118,100,112
102,99,98,115,102,119,119,119,111,112,104,115,103,112
110,99,63,115,102,119,119,119,111,102,104,121,100,101
121,99,63,107,115,112,112,119,111,101,119,118,112,112
110,99,98,115,115,119,119,119,116,112,114,118,109,112
121,99,63,107,107,112,112,119,111,101,119,118,108,112
102,99,98,115,115,119,119,119,111,112,104,118,103,112
102,99,98,115,115,119,119,119,111,112,104,118,117,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
102,99,98,115,102,119,119,119,111,112,104,115,103,112
110,119,98,102,102,119,110,119,111,101,119,118,108,101
102,99,98,107,107,112,110,119,111,108,104,118,100,112
110,99,63,115,102,119,119,119,111,102,104,121,100,101
102,99,98,115,115,119,119,119,111,112,104,115,117,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,107,107,112,110,119,111,108,104,121,100,112
102,99,98,115,102,119,119,119,111,112,104,115,103,112
102,99,63,115,107,112,119,119,111,101,119,118,108,112
102,99,98,107,107,98,98,119,111,108,104,118,103,112
102,99,98,102,115,119,119,119,111,112,104,115,103,112
102,99,98,115,102,119,119,119,111,112,104,115,117,112
115,99,63,115,107,119,119,119,111,101,119,118,100,112
102,99,98,107,107,110,110,119,111,108,104,121,100,112
102,99,63,107,107,119,112,119,111,101,119,118,100,112
110,99,98,115,115,119,119,119,116,112,114,118,103,112
102,99,98,107,107,98,112,119,111,108,104,118,103,112
121,99,63,107,115,119,112,119,111,101,119,118,108,112
102,99,63,107,115,119,119,119,111,101,119,118,100,112
110,99,63,115,115,119,119,119,116,101,119,99,119,101
110,99,63,115,102,119,119,119,111,102,104,121,100,101
102,99,98,115,102,119,119,119,111,112,104,118,117,112
102,99,98,107,107,110,112,119,111,108,104,121,103,112
102,99,63,107,115,112,112,119,111,101,119,118,112,112
115,99,63,107,115,112,112,119,111,101,119,118,100,112
102,99,63,115,115,119,112,119,111,101,119,118,100,112
102,99,63,107,107,119,119,119,111,101,119,118,112,112
102,99,63,107,115,119,119,119,111,101,119,118,112,112
115,99,63,115,107,112,112,119,111,101,119,118,100,112
121,99,63,107,115,112,112,119,111,101,119,118,108,112
121,99,63,115,115,119,119,119,111,101,119,118,112,112
115,99,63,115,107,112,119,119,111,101,119,118,108,112
102,99,63,115,107,112,112,119,111,101,119,118,112,112
102,99,63,107,107,112,119,119,111,101,119,118,100,112
115,99,63,115,115,119,112,119,111,101,119,118,108,112
115,99,63,107,107,112,112,119,111,101,119,118,108,112
102,99,63,107,115,112,119,119,111,101,119,118,100,112
121,99,63,107,107,119,112,119,111,101,119,118,108,112
102,99,63,115,107,112,112,119,111,101,119,118,112,112
121,99,63,115,107,112,112,119,111,101,119,118,112,112
102,99,63,107,115,112,119,119,111,101,119,118,112,112
115,99,63,107,115,119,112,119,111,101,119,118,100,112
121,99,63,115,107,112,112,119,111,101,119,118,112,112
102,99,63,115,115,119,119,119,111,101,119,118,108,112
121,99,63,107,107,112,119,119,111,101,119,118,100,112
115,99,63,107,107,119,119,119,111,101,119,118,108,112
121,99,63,115,115,112,112,119,111,101,119,118,112,112
121,99,63,107,115,112,112,119,111,101,119,118,100,112
115,99,63,107,107,119,119,119,111,101,119,118,112,112
121,99,63,107,107,119,119,119,111,101,119,118,100,112
121,99,63,107,107,119,119,119,111,101,119,118,108,112
115,99,63,107,115,112,112,119,111,101,119,118,100,112
121,99,63,115,115,119,112,119,111,101,119,118,108,112
115,99,63,107,107,119,119,119,111,101,119,118,112,112
115,99,63,115,107,119,112,119,111,101,119,118,112,112
115,99,63,107,107,112,119,119,111,101,119,118,108,112
102,99,63,115,107,119,119,119,111,101,119,118,112,112
115,99,63,107,107,119,119,119,111,101,119,118,100,112
115,99,63,115,107,119,112,119,111,101,119,118,112,112
102,99,63,107,115,119,119,119,111,101,119,118,108,112
121,99,63,107,115,112,119,119,111,101,119,118,108,112
110,99,63,115,115,111,111,110,111,112,110,99,108,101
121,99,63,107,107,112,112,119,111,101,119,118,100,112
110,99,63,115,115,111,111,110,111,112,110,118,108,101
121,99,63,115,115,112,112,119,111,101,119,118,100,112
115,99,63,107,115,112,119,119,111,101,119,118,108,112
121,99,63,115,107,119,112,119,111,101,119,118,112,112
121,99,63,107,115,119,119,119,111,101,119,118,108,112
121,99,63,115,107,119,119,119,111,101,119,118,108,112
102,99,63,115,115,112,112,119,111,101,119,118,100,112
115,99,63,115,107,119,112,119,111,101,119,118,100,112
121,99,63,115,107,119,119,119,111,101,119,118,100,112
102,99,63,107,107,119,119,119,111,101,119,118,100,112
115,99,63,115,107,112,119,119,111,101,119,118,112,112
102,99,63,115,107,119,119,119,111,101,119,118,108,112
115,99,63,107,115,119,112,119,111,101,119,118,100,112
121,99,63,115,107,112,112,119,111,101,119,118,108,112
102,99,63,115,107,119,112,119,111,101,119,118,108,112
121,99,63,107,115,119,112,119,111,101,119,118,100,112
102,99,63,115,115,112,112,119,111,101,119,118,100,112
121,99,63,107,115,119,119,119,111,101,119,118,112,112
102,99,63,107,115,119,112,119,111,101,119,118,100,112
115,99,63,115,115,119,112,119,111,101,119,118,108,112
102,99,63,107,107,119,112,119,111,101,119,118,108,112
102,99,63,115,115,112,119,119,111,101,119,118,100,112
115,99,63,115,115,112,112,119,111,101,119,118,108,112
102,99,63,107,107,119,112,119,111,101,119,118,108,112
115,99,63,115,115,119,112,119,111,101,119,118,112,112
115,99,63,115,115,112,119,119,111,101,119,118,108,112
102,99,63,115,107,119,112,119,111,101,119,118,112,112
115,99,63,115,107,112,119,119,111,101,119,118,112,112
110,119,63,107,107,119,119,119,116,112,119,110,103,101
121,99,63,115,107,119,112,119,111,101,119,118,112,112
102,99,63,115,107,112,112,119,111,101,119,118,100,112
102,99,63,115,115,112,119,119,111,101,119,118,100,112
115,99,63,115,115,112,119,119,111,101,119,118,108,112
115,99,63,115,107,112,112,119,111,101,119,118,108,112
115,99,63,107,107,119,112,119,111,101,119,118,108,112
102,99,63,107,115,112,112,119,111,101,119,118,100,112
121,99,63,115,107,119,112,119,111,101,119,118,108,112
102,99,63,107,107,112,112,119,111,101,119,118,112,112
115,99,63,107,115,119,119,119,111,101,119,118,112,112
115,99,63,107,115,112,112,119,111,101,119,118,108,112
121,99,63,107,115,112,119,119,111,101,119,118,108,112
121,99,63,107,107,112,112,119,111,101,119,118,100,112
115,99,63,107,107,112,119,119,111,101,119,118,108,112
115,99,63,115,115,112,119,119,111,101,119,118,112,112
121,99,63,107,115,119,112,119,111,101,119,118,108,112
115,99,63,107,115,112,112,119,111,101,119,118,100,112
121,99,63,107,115,119,112,119,111,101,119,118,100,112
115,99,63,115,115,112,119,119,111,101,119,118,108,112
121,99,63,115,115,112,112,119,111,101,119,118,108,112
115,99,63,115,107,112,119,119,111,101,119,118,100,112
102,99,63,115,107,112,112,119,111,101,119,118,108,112
121,99,63,115,107,119,112,119,111,101,119,118,108,112
102,99,63,107,107,112,112,119,111,101,119,118,100,112
102,99,63,115,107,112,112,119,111,101,119,118,108,112
121,99,63,115,107,112,119,119,111,101,119,118,108,112
102,99,63,115,115,119,112,119,111,101,119,118,108,112
102,99,63,115,107,119,119,119,111,101,119,118,112,112
121,99,63,115,107,119,112,119,111,101,119,118,112,112
121,99,63,115,107,119,112,119,111,101,119,118,100,112
102,99,63,107,115,119,119,119,111,101,119,118,108,112
102,99,63,115,107,112,119,119,111,101,119,118,112,112
115,99,63,115,115,119,119,119,111,101,119,118,112,112
102,99,63,115,115,112,112,119,111,101,119,118,100,112
115,99,63,107,115,112,119,119,111,101,119,118,108,112
121,99,63,115,107,119,119,119,111,101,119,118,100,112
121,99,63,115,107,112,112,119,111,101,119,118,108,112
115,99,63,115,107,112,112,119,111,101,119,118,108,112
121,99,63,107,107,112,112,119,111,101,119,118,108,112
115,99,63,107,115,112,119,119,111,101,119,118,108,112
102,99,63,115,115,112,112,119,111,101,119,118,112,112
121,99,63,107,107,119,112,119,111,101,119,118,112,112
115,99,63,107,107,112,119,119,111,101,119,118,108,112
102,99,63,107,107,119,112,119,111,101,119,118,112,112
102,99,63,115,115,119,119,119,111,101,119,118,108,112
102,99,63,107,115,112,112,119,111,101,119,118,100,112
115,99,63,115,107,119,119,119,111,101,119,118,108,112
115,99,63,115,107,112,119,119,111,101,119,118,108,112
102,99,63,115,115,119,112,119,111,101,119,118,108,112
102,99,63,115,115,112,112,119,111,101,119,118,108,112
115,99,63,107,107,112,119,119,111,101,119,118,112,112
110,99,98,115,115,119,119,119,116,112,119,118,112,101
121,99,63,115,107,119,112,119,111,101,119,118,112,112
121,99,63,115,115,119,112,119,111,101,119,118,100,112
121,99,63,115,107,112,119,119,111,101,119,118,108,112
115,99,63,115,107,112,112,119,111,101,119,118,112,112
121,99,63,115,107,112,119,119,111,101,119,118,108,112
115,99,63,115,115,119,119,119,111,101,119,118,108,112
102,99,63,107,107,112,112,119,111,101,119,118,108,112
102,99,63,107,115,112,119,119,111,101,119,118,108,112
121,99,63,107,107,119,112,119,111,101,119,118,100,112
102,99,63,107,115,119,119,119,111,101,119,118,100,112
102,99,63,107,115,119,112,119,111,101,119,118,112,112
121,99,63,115,107,119,119,119,111,101,119,118,108,112
121,99,63,107,115,119,119,119,111,101,119,118,112,112
115,99,63,107,115,112,112,119,111,101,119,118,108,112
102,99,63,115,115,119,119,119,111,101,119,118,112,112
115,99,63,115,115,119,119,119,111,101,119,118,100,112
121,99,63,115,107,119,119,119,111,101,119,118,100,112
121,99,63,107,107,119,112,119,111,101,119,118,112,112
102,99,63,115,115,119,112,119,111,101,119,118,108,112
115,99,63,107,107,119,112,119,111,101,119,118,112,112
121,99,63,115,115,112,119,119,111,101,119,118,108,112
110,119,63,115,115,119,119,119,116,112,119,110,103,101
115,99,63,115,115,119,112,119,111,101,119,118,108,112
102,99,63,107,107,112,112,119,111,101,119,118,112,112
115,99,63,107,115,119,119,119,111,101,119,118,108,112
121,99,63,115,107,119,112,119,111,101,119,118,108,112
110,119,63,107,115,119,119,119,116,112,119,115,103,101
115,99,63,107,107,112,119,119,111,101,119,118,112,112
115,99,63,107,115,112,112,119,111,101,119,118,112,112
115,99,63,115,115,112,112,119,111,101,119,118,100,112
102,99,63,107,107,119,119,119,111,101,119,118,100,112
102,99,63,115,107,119,112,119,111,101,119,118,112,112
102,99,63,107,107,119,112,119,111,101,119,118,112,112
115,99,63,107,107,119,112,119,111,101,119,118,112,112
121,99,63,115,115,119,112,119,111,101,119,118,100,112
102,99,63,115,115,119,119,119,111,101,119,118,100,112
102,99,63,115,115,119,112,119,111,101,119,118,100,112
102,99,63,107,107,119,119,119,111,101,119,118,100,112
115,99,63,115,115,119,119,119,111,101,119,118,100,112
102,99,63,115,115,112,112,119,111,101,119,118,100,112
115,99,63,107,107,119,112,119,111,101,119,118,108,112
115,99,63,115,115,119,112,119,111,101,119,118,100,112
115,99,63,115,107,119,119,119,111,101,119,118,100,112
121,99,63,115,115,112,119,119,111,101,119,118,100,112
121,99,63,115,115,112,119,119,111,101,119,118,100,112
102,99,63,107,107,119,119,119,111,101,119,118,100,112
121,99,63,115,107,112,119,119,111,101,119,118,112,112
121,99,63,115,107,119,112,119,111,101,119,118,108,112
121,99,63,115,115,112,119,119,111,101,119,118,100,112
121,99,63,107,115,119,112,119,111,101,119,118,108,112
102,99,63,107,107,112,119,119,111,101,119,118,112,112
102,99,63,115,115,112,112,119,111,101,119,118,108,112
102,99,63,107,115,112,112,119,111,101,119,118,108,112
102,99,63,115,115,119,112,119,111,101,119,118,112,112
102,99,63,115,107,112,112,119,111,101,119,118,112,112
102,99,63,107,115,119,119,119,111,101,119,118,108,112
102,99,63,115,115,119,119,119,111,101,119,118,112,112
115,99,63,107,115,119,119,119,111,101,119,118,100,112
121,99,63,115,115,112,119,119,111,101,119,118,108,112
102,99,63,115,115,112,112,119,111,101,119,118,108,112
115,99,63,107,107,112,119,119,111,101,119,118,100,112
102,99,63,107,115,112,119,119,111,101,119,118,100,112
115,99,63,107,107,119,119,119,111,101,119,118,112,112
115,99,63,107,107,112,112,119,111,101,119,118,108,112
121,99,63,107,107,119,112,119,111,101,119,118,112,112
102,99,63,107,107,119,119,119,111,101,119,118,100,112
115,99,63,107,107,112,119,119,111,101,119,118,112,112
115,99,63,115,107,119,112,119,111,101,119,118,100,112
115,99,63,107,115,119,112,119,111,101,119,118,108,112
115,99,63,115,107,119,112,119,111,101,119,118,112,112
102,99,63,115,107,112,119,119,111,101,119,118,108,112
102,99,63,115,115,112,112,119,111,101,119,118,108,112
102,99,63,107,107,112,112,119,111,101,119,118,112,112
110,119,63,115,107,119,119,119,116,112,119,110,103,101
115,99,63,107,107,112,112,119,111,101,119,118,112,112
115,99,63,107,115,112,119,119,111,101,119,118,100,112
115,99,63,115,115,112,112,119,111,101,119,118,108,112
121,99,63,107,115,119,112,119,111,101,119,118,112,112
